"id"	"title"	"subtitle"	"time"	"directory"	"size"	"json"
"nhentai408727"	"[Tamano Kedama] Boku wa Chiisana Succubus no Shimobe - I am a slave of a small succubus | 我是嬌小魅魔的忠實僕人 [Chinese] [Digital]"	""	"1730375581124"	"[Tamano Kedama] Boku wa Chiisana Succubus no Shimobe - I am a slave of a small succubus   我是嬌小魅魔的忠實僕人 [Chinese] [Digital]"	"62.3224000930786"	"{""comicID"":""nhentai408727"",""title"":""[Tamano Kedama] Boku wa Chiisana Succubus no Shimobe - I am a slave of a small succubus | 我是嬌小魅魔的忠實僕人 [Chinese] [Digital]"",""size"":62.32240009307861,""cover"":""https://t3.nhentai.net/galleries/2258033/cover.jpg""}"
"nhentai536953"	"[Yosutebito na Mangakaki (Tomoki Tomonori)] SEX Dekiru Jouken ga Mieru Megane to Fushigi na Chuui Jikou | 能看见做爱条件的眼镜与奇怪的注意事项 (Touhou Project) [Chinese] [甜族星人X茄某人个人汉化] [Digital]"	""	"1730541221842"	"[Yosutebito na Mangakaki (Tomoki Tomonori)] SEX Dekiru Jouken ga Mieru Megane to Fushigi na Chuui Jikou   能看见做爱条件的眼镜与奇怪的注意事项 (Touhou Project) [Chinese] [甜族星人X茄某人个人汉化] [Digital]"	"16.7459297180176"	"{""comicID"":""nhentai536953"",""title"":""[Yosutebito na Mangakaki (Tomoki Tomonori)] SEX Dekiru Jouken ga Mieru Megane to Fushigi na Chuui Jikou | 能看见做爱条件的眼镜与奇怪的注意事项 (Touhou Project) [Chinese] [甜族星人X茄某人个人汉化] [Digital]"",""size"":16.745929718017578,""cover"":""https://t5.nhentai.net/galleries/3103472/cover.jpg""}"
"nhentai330219"	"[Rinjuu Circus (Haguhagu)] Tonari ni Kosite kita Kawaii Onnanoko. | 搬到我家隔壁的可愛小女孩 [Chinese] [禁漫漢化組] [Digital]"	""	"1730976783520"	"[Rinjuu Circus (Haguhagu)] Tonari ni Kosite kita Kawaii Onnanoko.   搬到我家隔壁的可愛小女孩 [Chinese] [禁漫漢化組] [Digital]"	"22.0260858535767"	"{""comicID"":""nhentai330219"",""title"":""[Rinjuu Circus (Haguhagu)] Tonari ni Kosite kita Kawaii Onnanoko. | 搬到我家隔壁的可愛小女孩 [Chinese] [禁漫漢化組] [Digital]"",""size"":22.02608585357666,""cover"":""https://t3.nhentai.net/galleries/1741374/cover.jpg""}"
"nhentai229416"	"[Intoku.info (Endou Hiroto)] Teen no Yaruki! Sana no Kageki na Hatsutaiken [Chinese] [嗶咔嗶咔漢化組] [Digital]"	""	"1731134746193"	"[Intoku.info (Endou Hiroto)] Teen no Yaruki! Sana no Kageki na Hatsutaiken [Chinese] [嗶咔嗶咔漢化組] [Digital]"	"56.5071134567261"	"{""comicID"":""nhentai229416"",""title"":""[Intoku.info (Endou Hiroto)] Teen no Yaruki! Sana no Kageki na Hatsutaiken [Chinese] [嗶咔嗶咔漢化組] [Digital]"",""size"":56.507113456726074,""cover"":""https://t3.nhentai.net/galleries/1207561/cover.jpg""}"
"nhentai342836"	"[Ogatatei] Osananajimi to Natsu no Omoide [Chinese] [君日本語本當上手漢化組]"	""	"1731135433766"	"[Ogatatei] Osananajimi to Natsu no Omoide [Chinese] [君日本語本當上手漢化組]"	"20.8488435745239"	"{""comicID"":""nhentai342836"",""title"":""[Ogatatei] Osananajimi to Natsu no Omoide [Chinese] [君日本語本當上手漢化組]"",""size"":20.848843574523926,""cover"":""https://t7.nhentai.net/galleries/1817274/cover.jpg""}"
"nhentai355676"	"[Ogatatei] Osananajimi ga Machigatte Nude Model o Shite shimau Web Kanzenban [Chinese] [君日本語本當上手漢化組]"	""	"1731135524515"	"[Ogatatei] Osananajimi ga Machigatte Nude Model o Shite shimau Web Kanzenban [Chinese] [君日本語本當上手漢化組]"	"21.6210718154907"	"{""comicID"":""nhentai355676"",""title"":""[Ogatatei] Osananajimi ga Machigatte Nude Model o Shite shimau Web Kanzenban [Chinese] [君日本語本當上手漢化組]"",""size"":21.621071815490723,""cover"":""https://t3.nhentai.net/galleries/1891233/cover.jpg""}"
"nhentai363550"	"[Ogatatei (Ogata Tei)] Ryouomoi no Osananajimi ga Nude Model o Shite kureru [Chinese] [君日本語本當上手漢化組] [Digital]"	""	"1731135625770"	"[Ogatatei (Ogata Tei)] Ryouomoi no Osananajimi ga Nude Model o Shite kureru [Chinese] [君日本語本當上手漢化組] [Digital]"	"26.4954051971436"	"{""comicID"":""nhentai363550"",""title"":""[Ogatatei (Ogata Tei)] Ryouomoi no Osananajimi ga Nude Model o Shite kureru [Chinese] [君日本語本當上手漢化組] [Digital]"",""size"":26.495405197143555,""cover"":""https://t3.nhentai.net/galleries/1939444/cover.jpg""}"
"nhentai419630"	"[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)"	""	"1731135714844"	"[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)(1)"	"31.1146402359009"	"{""comicID"":""nhentai419630"",""title"":""[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)"",""size"":31.11464023590088,""cover"":""https://t3.nhentai.net/galleries/2323539/cover.jpg""}"
"nhentai425104"	"[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)"	""	"1731135804955"	"[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)"	"35.3927364349365"	"{""comicID"":""nhentai425104"",""title"":""[Pixiv] Ooban Yaki 漫畫 合集 [Chinese] [君日本語本當上手漢化組] (Ongoing)"",""size"":35.39273643493652,""cover"":""https://t3.nhentai.net/galleries/2357341/cover.jpg""}"
"nhentai424231"	"[Ooban Yaki] Onaho-kei no Loli Maid | Masturbator's Loli Maid [Chinese] [君日本語本當上手漢化組] [Digital]"	""	"1731135822090"	"[Ooban Yaki] Onaho-kei no Loli Maid   Masturbator's Loli Maid [Chinese] [君日本語本當上手漢化組] [Digital]"	"5.94016551971436"	"{""comicID"":""nhentai424231"",""title"":""[Ooban Yaki] Onaho-kei no Loli Maid | Masturbator's Loli Maid [Chinese] [君日本語本當上手漢化組] [Digital]"",""size"":5.9401655197143555,""cover"":""https://t5.nhentai.net/galleries/2351937/cover.jpg""}"
"2971848"	"[Pixiv FANBOX] Kataokasan (2024-04-19)"	"EdJarAbu"	"1730541147709"	"[Pixiv FANBOX] Kataokasan (2024-04-19)"	"44.0341243743896"	"{""gallery"":{""title"":""[Pixiv FANBOX] Kataokasan (2024-04-19)"",""subTitle"":null,""type"":""Image Set"",""time"":""2024-07-01 18:00"",""uploader"":""EdJarAbu"",""stars"":4.5,""rating"":""Average: 4.72"",""coverPath"":""https://ehgt.org/35/f4/35f41b8f05cec22e7ced1392a30cc8f0727e506f-6420886-4000-2250-jpg_250.jpg"",""tags"":{""language"":[""chinese""],""parody"":[""arknights""],""character"":[""exusiai""],""artist"":[""kataokasan""],""female"":[""futanari"",""nakadashi"",""rape""]},""favorite"":true,""link"":""https://e-hentai.org/g/2971848/61829b6aa1"",""maxPage"":""137"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-2971848-61829b6aa1"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""2971848"",""token"":""61829b6aa1"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.72"",""display_rating"":""4.72"",""popbase"":""base_url+\""gallerypopups.php?gid=2971848&t=61829b6aa1&act=\"""",""thumbnailKey"":""large thumbnail: 4"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=2971848&token=61829b6aa1"",""showKey"":""pxxp3ldaawx""}},""size"":44.03412437438965}"
"2874518"	"[Nakamachi Machi] Arothir Romantics | 奔三女人的浪漫 (COMIC Kairakuten BEAST 2024-04) [Chinese] [欶澜汉化组] [Digital]"	"Nid135"	"1732006982408"	"[Nakamachi Machi] Arothir Romantics   奔三女人的浪漫 (COMIC Kairakuten BEAST 2024-04) [Chinese] [欶澜汉化组] [Digital]"	"17.2102937698364"	"{""gallery"":{""title"":""[Nakamachi Machi] Arothir Romantics | 奔三女人的浪漫 (COMIC Kairakuten BEAST 2024-04) [Chinese] [欶澜汉化组] [Digital]"",""subTitle"":""[仲町まち] アラサーロマンティクス (COMIC 快楽天ビースト 2024年4月号) [中国翻訳] [DL版]"",""type"":""Manga"",""time"":""2024-03-31 11:06"",""uploader"":""Nid135"",""stars"":4.5,""rating"":""Average: 4.61"",""coverPath"":""https://ehgt.org/7e/b0/7eb0da345dc96d3285d532c963b9b49717c0db88-1862617-1359-1920-jpg_250.jpg"",""tags"":{""language"":[""chinese"",""translated""],""artist"":[""kitaku""],""male"":[""sole male""],""female"":[""sole female""],""other"":[""full censorship""]},""favorite"":false,""link"":""https://e-hentai.org/g/2874518/d67027e6a2"",""maxPage"":""27"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-2874518-d67027e6a2"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""2874518"",""token"":""d67027e6a2"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.61"",""display_rating"":""4.61"",""popbase"":""base_url+\""gallerypopups.php?gid=2874518&t=d67027e6a2&act=\"""",""thumbnailKey"":""https://praogxqcch.hath.network/cm/ne59qpe4wj47bgwkw"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=2874518&token=d67027e6a2"",""showKey"":""8d2iidzab89""}},""size"":17.210293769836426}"
"2258870"	"[Homunculus] Mata Koi ni Naru (COMIC Kairakuten 2022-08) [Chinese] [無邪気漢化組] [Digital]"	"真實爽粉"	"1732812640501"	"[Homunculus] Mata Koi ni Naru (COMIC Kairakuten 2022-08) [Chinese] [無邪気漢化組] [Digital]"	"11.3267574310303"	"{""gallery"":{""title"":""[Homunculus] Mata Koi ni Naru (COMIC Kairakuten 2022-08) [Chinese] [無邪気漢化組] [Digital]"",""subTitle"":""[ホムンクルス] また恋になる (COMIC 快楽天 2022年8月号) [中国翻訳] [DL版]"",""type"":""Manga"",""time"":""2022-06-28 15:51"",""uploader"":""真實爽粉"",""stars"":5.0,""rating"":""Average: 4.93"",""coverPath"":""https://ehgt.org/b0/96/b096a0ccaf4625e46728ea27c358fe1bc7126a32-3181080-1359-1920-png_250.jpg"",""tags"":{""language"":[""chinese"",""translated""],""artist"":[""homunculus""],""male"":[""sole male""],""female"":[""leg lock"",""schoolgirl uniform"",""sole female""],""other"":[""full censorship""]},""favorite"":false,""link"":""https://e-hentai.org/g/2258870/4cbd30f5fd"",""maxPage"":""21"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-2258870-4cbd30f5fd"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""2258870"",""token"":""4cbd30f5fd"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.93"",""display_rating"":""4.93"",""popbase"":""base_url+\""gallerypopups.php?gid=2258870&t=4cbd30f5fd&act=\"""",""thumbnailKey"":""https://zoycbewnml.hath.network/cm/f181u83qy32c9awr4"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=2258870&token=4cbd30f5fd"",""showKey"":""8ehvbt0abeg""}},""size"":11.326757431030273}"
"3168519"	"[TOZAN:BU (Fujiyama)] Gaming Kanojo 2 - sio joined the party [Decensored] [Digital]"	"hihohahi"	"1735407484714"	"[TOZAN BU (Fujiyama)] Gaming Kanojo 2 - sio joined the party [Decensored] [Digital]"	"16.8607387542725"	"{""gallery"":{""title"":""[TOZAN:BU (Fujiyama)] Gaming Kanojo 2 - sio joined the party [Decensored] [Digital]"",""subTitle"":""[TOZAN:BU (富士やま)] ゲーミング彼女2 [無修正] [DL版]"",""type"":""Doujinshi"",""time"":""2024-12-23 19:42"",""uploader"":""hihohahi"",""stars"":5.0,""rating"":""Average: 4.75"",""coverPath"":""https://ehgt.org/w/01/690/83442-3rqiqglk.webp"",""tags"":{""parody"":[""original""],""group"":[""tozan bu""],""artist"":[""fujiyama""],""male"":[""glasses""],""female"":[""big breasts"",""kissing"",""mesugaki"",""nakadashi""],""other"":[""multi-work series"",""uncensored""]},""favorite"":false,""link"":""https://e-hentai.org/g/3168519/8818a7ca7a/"",""maxPage"":""117"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-3168519-8818a7ca7a"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""3168519"",""token"":""8818a7ca7a"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.75"",""display_rating"":""4.75"",""popbase"":""base_url+\""gallerypopups.php?gid=3168519&t=8818a7ca7a&act=\"""",""thumbnailKey"":""https://zurswtyclg.hath.network/c2/4zap2ld0kvf02sxb4/3168519-0.webp 6"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=3168519&token=8818a7ca7a"",""showKey"":""tz5wdhxabyh""}},""size"":16.86073875427246}"
"3030324"	"[Hyoui Lover (Hyoui Suki no Hito, Hiiragi Popura)] Kikou Seiki Alestia ~Nottorareta Aijou to Inda ni Somaru Kokoro~ | 辉光圣姬阿蕾丝蒂亚～被劫持的爱情与被淫堕浸染的灵魂～ [Chinese] [瑞树汉化组] [Digital]"	"喵铃酱"	"1736740413550"	"[Hyoui Lover (Hyoui Suki no Hito, Hiiragi Popura)] Kikou Seiki Alestia ~Nottorareta Aijou to Inda ni Somaru Kokoro~   辉光圣姬阿蕾丝蒂亚～被劫持的爱情与被淫堕浸染的灵魂～ [Chinese] [瑞树汉化组] [Digital]"	"21.1287250518799"	"{""gallery"":{""title"":""[Hyoui Lover (Hyoui Suki no Hito, Hiiragi Popura)] Kikou Seiki Alestia ~Nottorareta Aijou to Inda ni Somaru Kokoro~ | 辉光圣姬阿蕾丝蒂亚～被劫持的爱情与被淫堕浸染的灵魂～ [Chinese] [瑞树汉化组] [Digital]"",""subTitle"":""[憑依ラヴァー (憑依好きの人、柊ぽぷら)] 輝光聖姫アレスティア～乗っ取られた愛情と淫堕に染まる魂～ [中国翻訳] [DL版]"",""type"":""Doujinshi"",""time"":""2024-08-21 07:30"",""uploader"":""喵铃酱"",""stars"":5.0,""rating"":""Average: 4.77"",""coverPath"":""https://ehgt.org/w/01/577/05273-r5meg233.webp"",""tags"":{""language"":[""chinese"",""translated""],""parody"":[""original""],""group"":[""hyoui lover""],""artist"":[""hiiragi popura""],""male"":[""gender change""],""female"":[""beauty mark"",""corruption"",""crotch tattoo"",""cunnilingus"",""daughter"",""defloration"",""dickgirl on female"",""futanari"",""futanarization"",""gloves"",""incest"",""magical girl"",""milf"",""mind break"",""mind control"",""mother"",""nakadashi"",""possession"",""rape"",""stockings"",""tentacles"",""yuri""],""other"":[""full color"",""mosaic censorship""]},""favorite"":false,""link"":""https://e-hentai.org/g/3030324/f3f3174bb0/"",""maxPage"":""80"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-3030324-f3f3174bb0"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""3030324"",""token"":""f3f3174bb0"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.77"",""display_rating"":""4.77"",""popbase"":""base_url+\""gallerypopups.php?gid=3030324&t=f3f3174bb0&act=\"""",""thumbnailKey"":""https://praogxqcch.hath.network/c2/2t126bg88c0ksrxlf/3030324-0.webp 4"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=3030324&token=f3f3174bb0"",""showKey"":""gpfn6viac8r""}},""size"":21.128725051879883}"
"3136140"	"[Mega Black (Dorozumi)] Watashi wa Zettai Kimi no Mono｜我絕對是你的所有物（COMIC X-EROS #117)） [Chinese] [沒有漢化]"	"x392"	"1737208184668"	"[Mega Black (Dorozumi)] Watashi wa Zettai Kimi no Mono｜我絕對是你的所有物（COMIC X-EROS #117)） [Chinese] [沒有漢化]"	"10.0487728118896"	"{""gallery"":{""title"":""[Mega Black (Dorozumi)] Watashi wa Zettai Kimi no Mono｜我絕對是你的所有物（COMIC X-EROS #117)） [Chinese] [沒有漢化]"",""subTitle"":""[メガブラック(どろずみ)] 私は絶対君のもの（コミックゼロス #117） [中国翻訳]"",""type"":""Manga"",""time"":""2024-11-25 17:27"",""uploader"":""x392"",""stars"":4.5,""rating"":""Average: 4.35"",""coverPath"":""https://ehgt.org/w/01/657/99145-mjlcoew4.webp"",""tags"":{""language"":[""chinese"",""translated""],""artist"":[""dorozumi""],""female"":[""big breasts"",""femdom"",""tall girl"",""x-ray""],""other"":[""full censorship""]},""favorite"":false,""link"":""https://e-hentai.org/g/3136140/d6fbe6627e"",""maxPage"":""22"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-3136140-d6fbe6627e"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""3136140"",""token"":""d6fbe6627e"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.35"",""display_rating"":""4.35"",""popbase"":""base_url+\""gallerypopups.php?gid=3136140&t=d6fbe6627e&act=\"""",""thumbnailKey"":""https://zoycbewnml.hath.network/c2/r2h2qqibagxd54xp0/3136140-0.webp 2"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=3136140&token=d6fbe6627e"",""showKey"":""3mbd1h7accd""}},""size"":10.048772811889648}"
"1850249"	"[Mankai Kaika] NTR Kanzen Juchū Seisan (オリジナル) [Chinese] [無邪気漢化組]"	"Kaito."	"1738030304039"	"[Mankai Kaika] NTR Kanzen Juchū Seisan (オリジナル) [Chinese] [無邪気漢化組]"	"1.20276641845703"	"{""gallery"":{""title"":""[Mankai Kaika] NTR Kanzen Juchū Seisan (オリジナル) [Chinese] [無邪気漢化組]"",""subTitle"":""[満開開花] NTR完全受注生産 [中国翻訳]"",""type"":""Artist CG"",""time"":""2021-02-17 11:38"",""uploader"":""Kaito."",""stars"":4.5,""rating"":""Average: 4.73"",""coverPath"":""https://ehgt.org/11/19/11198124ff7b8ce0c57a03cc3985da19dfe3f81d-14363811-4299-6071-png_250.jpg"",""tags"":{""language"":[""chinese"",""translated""],""parody"":[""original""],""artist"":[""mankai kaika""],""female"":[""impregnation"",""netorare"",""pregnant""]},""favorite"":false,""link"":""https://e-hentai.org/g/1850249/48cf5e252e"",""maxPage"":""7"",""auth"":{""login_url"":""https://e-hentai.org/bounce_login.php?b=d&bt=3-1850249-48cf5e252e"",""base_url"":""https://e-hentai.org/"",""api_url"":""https://api.e-hentai.org/api.php"",""gid"":""1850249"",""token"":""48cf5e252e"",""apiuid"":""8141932"",""apikey"":""a9cefb5c9d4c7c38646e"",""average_rating"":""4.73"",""display_rating"":""4.73"",""popbase"":""base_url+\""gallerypopups.php?gid=1850249&t=48cf5e252e&act=\"""",""thumbnailKey"":""https://zurswtyclg.hath.network/cm/hqpvs5mmk4j6pfxvd/1850249-0.jpg 1"",""archiveDownload"":""https://e-hentai.org/archiver.php?gid=1850249&token=48cf5e252e"",""showKey"":""dwr9e5uaciq""}},""size"":1.2027664184570312}"
